Community Area Name,Community Area Number,Property Type,Property Name,Address,Zip Code,Phone Number,Management Company,Units,X Coordinate,Y Coordinate,Latitude,Longitude,Location
Near West Side,28,Multifamily,Near West Side Apts.,216 S. Hoyne Ave.,60612,312-738-2280,Baker-Simmons Apartments,84,1162403.567,1898857.889,-87.67915413,41.87812559,"(-87.6791541271, 41.8781255904)"
Belmont Cragin,19,Senior,Senior Suites of Kelvyn Park,2715 N. Cicero Ave.,60639,773-252-0333,Senior Lifestyle Corp.,85,1143963.795,1917674.647,-87.74638854,41.93012657,"(-87.7463885389, 41.9301265688)"
Rogers Park,1,Senior,Morse Senior Apts.,6928 N. Wayne Ave.,60626,312-602-6207,Morse Urban Dev.,44,1165843.898,1946058.513,-87.66517114,42.00757377,"(-87.6651711448, 42.0075737709)"
Garfield Ridge,56,Senior,Senior Suites of Garfield Ridge,5839 S. Harlem Ave.,60638,773-229-1533,Senior Lifestyle Corp.,87,1129403.745,1864822.912,-87.801098,41.78535412,"(-87.8010979955, 41.7853541249)"
Oakland,36,Multifamily,"Oakwood Shrs 1A, 1B, 2A, 2B1 (scattered sites)",3859 S. Vincennes Ave.,60653,773-373-1300,The Community Builders,534,1180730.096,1879250.693,-87.61246844,41.8239192,"(-87.6124684434, 41.8239192007)"
Lower West Side,31,Multifamily,Casa Morelos,2015 S. Morgan St.,60608,312-666-1323,The Resurrection Project,4,1170049.336,1890417.784,-87.65132697,41.85480194,"(-87.6513269744, 41.8548019389)"
Englewood,68,Supportive/Veterans,Hope Manor II Apts.,6002 S. Halsted St.,60621,773-874-3610,Voluinteers of America Illinois,73,1171959.565,1864993.894,-87.64506314,41.78499449,"(-87.6450631449, 41.7849944939)"
Uptown,3,ARO,811 Uptown,811 W. Agatite Ave.,60640,312-402-7784,RL Accelerated,22,1169980.753,1929712.369,-87.65043043,41.96263002,"(-87.650430429, 41.962630019)"
West Pullman ,53,Senior,All Saints Senior Residence,11701 S. State St.,60628,312-655-7440,Catholic Charities Housing Devp.,42,1178389.496,1827364.136,-87.62262763,41.6815901,"(-87.6226276337, 41.6815900986)"
Englewood,68,Supportive Housing,Englewood Apts.,901 W. 63rd Street,60621,773-994-3199,Mercy Housing,45,1171373.661,1863023.368,-87.64726896,41.77959999,"(-87.6472689598, 41.7795999913)"
Lincoln Square,4,ARO,Ravenswood Terrace,1801-15 W. Argyle St.,60640,773-444-8733,Kass Management,15,1163292.382,1933204.703,-87.67492225,41.97235677,"(-87.6749222533, 41.9723567701)"
Washington Park,40,People with Disabilities,Urbanite Apartments,5441 S. Michigan Ave.,60615,773-285-3341,Assoc. of Chicago Day School,85,1178127.358,1868790.595,-87.62233438,41.7952753,"(-87.6223343775, 41.7952753031)"
Uptown,3,Multifamily,Sunnyside Kenmore Apts.,847-49 W. Sunnyside Ave.,60640,773-769-3116,"Metroplex, Inc.",83,1169606.678,1930039.336,-87.65179619,41.9635354,"(-87.6517961908, 41.9635353994)"
Lakeview ,6,ARO,927 W. Irving,927 W. Irving Park Rd.,60613,773-665-0103,DLG Management,1,1169246.126,1926706.623,-87.65321906,41.95439818,"(-87.6532190636, 41.9543981834)"
North Lawndale,29,Supportive/Youth/Kinship Families,Sankofa House,4041 W. Roosevelt Road,60624,773-257-8800,Interfaith Housing Corp.,32,1149479.823,1894358.781,-87.72672414,41.86604003,"(-87.7267241437, 41.8660400256)"
West Town,24,Senior,North & Talman Elderly Apts.,1600 N. Talman Ave.,60647,773-486-7410,Hispanic Housing Dev. Corp.,24,1158416.973,1910568.81,-87.69347132,41.91034383,"(-87.6934713169, 41.9103438337)"
North Lawndale,29,Supportive/HIV/AIDS,Hope House,1251 S. Sawyer Ave.,60623,773-935-4663,"AIDSCare, Inc.",80,1154939.023,1893956.68,-87.70669366,41.86482901,"(-87.7066936632, 41.8648290106)"
Washington Park,40,Multifamily,Harriett Tubman Apts.,5751-59 S. Michigan Ave.,60637,773-752-9760,Brand New Beginnings Inc.,65,1178184.05,1866708.816,-87.62218963,41.78956141,"(-87.6221896343, 41.7895614137)"
North Park,13,Senior,North Park Village Apts.,5801 N. Pulaski Road,60646,773-478-6890,Elderly Housing Devp. & Operations Corp.,137,1148723.501,1938044.237,-87.72836921,41.98593151,"(-87.72836921, 41.9859315142)"
Washington Park,40,Multifamily,St. Edmund's Oasis,215 E. 61st St.,60637,773-493-2411,St. Edmund's Redevelopment Corp.,5,1178814.52,1864578.625,-87.61994272,41.78370163,"(-87.6199427242, 41.7837016281)"
West Lawn,65,Seniors,Senior Suites of Midway Village,6800 S. Keating Ave.,60629,888-339-2315,Senior Lifestyle Corp.,89,1145974.074,1859144.924,-87.74048606,41.76947523,"(-87.740486055, 41.7694752347)"
Uptown,3,Senior,Kenmore Senior Housing,5040 N. Kenmore Ave.,60640,773-769-3006,The Habitat Co.,98,1168292.832,1934023.29,-87.65651102,41.97449607,"(-87.6565110221, 41.9744960685)"
Near North Side,8,ARO,Atrium at Old Town Park,300 W. Hill St.,60610,312-642-8707,Omni Group,41,1174106.104,1907721.573,-87.63592092,41.90219524,"(-87.6359209164, 41.9021952433)"
North Lawndale,29,Multifamily,Park Douglas,1254-56 S. Fairfiled Ave.,60608,773-893-4800,Interstate Realty Management Co.,7,1158194.723,1894001.251,-87.69474071,41.86488549,"(-87.6947407139, 41.8648854853)"
West Town,24,Multifamily,Paseo Boricua Apts.,1154 N. Campbell St.,60622,312-602-6500,Hispanic Housing Dev. Corp.,61,1159482.293,1907856.105,-87.68963252,41.90287808,"(-87.6896325219, 41.902878079)"
Rogers Park,1,Senior,Wayne Senior Housing,6928 N. Wayne Ave.,60626,773-274-0177,CIG Management,119,1165843.898,1946058.513,-87.66517114,42.00757377,"(-87.6651711448, 42.0075737709)"
Near North Side,8,Multifamily,Parkside of Old Town IIB,459 W. Division St.,60622,312=944-8500,Holsten Real Estate Dev. Corp.,94,1172865.271,1908241.237,-87.64046322,41.90364882,"(-87.6404632193, 41.9036488171)"
Uptown,3,Multifamily,Magnolia Court Apts.,4878 N. Magnolia Ave.,60640,773-878-2186,"Park, Inc.",60,1167014.087,1932819.273,-87.66124806,41.97121983,"(-87.6612480605, 41.9712198343)"
Humboldt Park,23,Disabled/Homeless,West Humboldt Place,3543 W. Chicago Ave.,60651,773-826-1230,Childrens Place Association,13,1152439.724,1905064.22,-87.71557516,41.89535898,"(-87.7155751576, 41.8953589753)"
North Lawndale,29,Supportive Housing,Independence Apts.,927 S. Independence Blvd.,60624,773-549-8300,Realty & Mortgage Co.,58,1151446.075,1895529.682,-87.71947509,41.86921476,"(-87.7194750917, 41.8692147569)"
Woodlawn ,42,Multifamily,The Grant at Woodlawn Pk Phase I,6227-29 S. Cottage Grove Ave.,60637,312-283-0030,Preservation Housing Management LLC,67,1182676.847,1863775.147,-87.60580712,41.781408,"(-87.6058071228, 41.7814080037)"
Grand Boulevard,38,Multifamily,Hearts United III-The Leontyne (scattered sites),4340-2 S. Champlain St.,60653,773-924-2100,Bonheur Realty Services Corp.,53,1181273.656,1876588.698,-87.61055648,41.81660195,"(-87.6105564793, 41.8166019546)"
Near South Side,33,Senior,Senior Suites of Central Station,1400 S. Indiana Ave.,60605,312-913-9333,Senior Lifestyle Corp.,276,1177842.094,1893842.68,-87.62262043,41.86402666,"(-87.622620427, 41.8640266649)"
Austin,25,Multifamily,Pine Central,557 N. Pine Ave.,60644,773-568-1020,NHS Redevelopment Corp.,78,1139471.896,1903210.835,-87.76324864,41.8905194,"(-87.7632486365, 41.8905193977)"
Uptown,3,ARO,4801 N. Ravenswood Ave.,4801 N. Ravenswood Ave.,60640,773-929-7050,Hayes Properties Inc.,4,1163544.414,1931973.688,-87.67403032,41.9689735,"(-87.6740303236, 41.9689734978)"
Englewood,68,Senior,Sangamon Terrace,6415 S. Sangamon St.,60621,312-234-9400,Evergreen Real Estate Services,34,1171120.288,1862217.205,-87.6482214,41.77739333,"(-87.6482214016, 41.7773933302)"
Austin,25,Supportive/Teenage Moms,Home for New Moms,5327 W. Chicago Ave.,60651,773-610-7696,"New Moms, Inc.",40,1140544.652,1904774.781,-87.75927048,41.89479143,"(-87.7592704828, 41.8947914314)"
Grand Boulevard,38,Multifamily,Geneva Gables,4420-24 S. Michigan Ave.,60653,773-924-7700,Tri-Mart Management Co. ,65,1177858.686,1875634.197,-87.62311222,41.81406086,"(-87.6231122243, 41.8140608614)"
Grand Boulevard,38,Multifamily,Legends South - Mahalia Place,116 E. 43rd St.,60653,773-285-9500,Interstate Realty Management Co.,110,1178081.875,1876584.156,-87.62226472,41.81666257,"(-87.6222647175, 41.816662565)"
North Lawndale,29,Senior,Roosevelt Towers,3440 W. Roosevelt Road,60624,773-265-6961,"East Lake Management Group, Inc.",104,1153440.124,1894532.775,-87.71218086,41.86643977,"(-87.7121808603, 41.8664397713)"
Logan Square,22,Multifamily,Zapata Apts.,3503 W. Armitage Ave,60647,773-227-6332,Bickerdike Apartments,12,1152897.634,1913030.193,-87.71368201,41.91720928,"(-87.713682006, 41.9172092811)"
West Ridge,2,ARO,"5822 North Western, LLC",5822 N. Western Ave.,60659,773-572-2755,Chicago Apartment Finders,2,1159227.225,1938700.509,-87.68971871,41.98752226,"(-87.6897187055, 41.9875222634)"
Belmont Cragin,19,Senior,Senior Suites of Belmont-Cragin,6045 W. Grand Ave.,60639,773-237-1333,Senior Lifestyle Corp.,86,1135526.174,1914216.383,-87.77747755,41.92079101,"(-87.7774775508, 41.9207910105)"
Douglas,35,ARO,Unity Hall,3138-40 S. Indiana Ave.,60616,312-929-2608,TRB properties,2,1178081.304,1884060.021,-87.62203977,41.83717695,"(-87.6220397684, 41.8371769457)"
Portage Park,15,ARO,4015 Narragansett LLC,4015-23 N. Narragansett Ave.,60634,708-867-3799,Zidan Management Group,2,1133012.825,1926100.104,-87.78643375,41.95344562,"(-87.7864337467, 41.9534456208)"
Hegewisch,55,Senior,Senior Suites of Hegewisch,13550 S. Avenue O,60633,773-646-1333 ,Senior Lifestyle Corp.,116,1201038.059,1815487.733,-87.54012317,41.64845741,"(-87.540123166, 41.6484574114)"
Woodlawn,42,Multifamily,Eddie Mae & Alex Johnson Apts.,6230 S. Dorchester Ave.,60637,773-288-4202,Woodlawn East Community,84,1186573.262,1863816.865,-87.59152085,41.78143113,"(-87.5915208532, 41.7814311307)"
North Lawndale,29,Multifamily,Dicksons Estates Apts.,1129 S. Sacramento Ave.,60612,773-638-0386,Dickson Estates Apartments,48,1156574.009,1894894.51,-87.70066623,41.86736961,"(-87.7006662254, 41.8673696101)"
Woodlawn,42,Senior,Butler Apts.,6146 S. Kenwood Ave.,60637,773-955-9290,Woodlawn Comm. Dev. Corp.,17,1186094.259,1864312.843,-87.59326131,41.78280346,"(-87.5932613147, 41.7828034603)"
Auburn Gresham,71,Senior,Senior Suites of Auburn-Gresham,1050 W. 79th St.,60620,773-723-0333,Senior Lifestyle Corp.,85,1170460.901,1852465.795,-87.65092232,41.75064862,"(-87.6509223206, 41.7506486193)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,526 N. Troy St.,60624,773-227-6332,Bickerdike Apts.,6,1155237.959,1903558.991,-87.70533834,41.89117274,"(-87.7053383382, 41.8911727354)"
West Ridge,2,ARO,Joy Plaza Residences,6411 N. Rockwell Ave.,60645,224-534-9361,Devon NJ LLC,3,1157863.159,1942516.737,-87.69463113,41.99802217,"(-87.6946311267, 41.9980221693)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,528 N. Troy St.,60624,773-227-6332,Bickerdike Apts.,3,1155237.316,1903580.685,-87.70534012,41.89123228,"(-87.7053401173, 41.8912322799)"
Roseland,49,Multifamily,Roseland Ridge Apts.,10513 S. Michigan Ave.,60628,773-341-3158,NHS Redevelopment Corp.,51,1178893.699,1835198.534,-87.62054468,41.70307738,"(-87.6205446771, 41.7030773785)"
Lower West Side,31,Senior,Casa Maravilla,2021 S. Morgan St.,60608,312-666-1323,The Resurrection Project,5,1170051.208,1890349.587,-87.65132209,41.85461476,"(-87.6513220922, 41.8546147585)"
North Lawndale,29,Multifamily,Park Douglas,1224 S. Washtenaw Ave.,60608,773-893-4800,Interstate Realty Management Co.,31,1158521.517,1894293.849,-87.69353304,41.86568173,"(-87.6935330428, 41.8656817278)"
Grand Boulevard,38,Multifamily,Shops & Lofts at 47,747 E. 47th St.,60653,855-618-4959,The Community Builders Inc.,72,1182241.946,1873977.257,-87.60708556,41.80941355,"(-87.6070855618, 41.8094135532)"
Logan Square,22,Senior,Renaissance West,2517 W. Fullerton Ave.,60647,773-862-2500,Renaissance Realty Group Inc.,41,1159142.563,1915828.561,-87.69066098,41.9247621,"(-87.6906609777, 41.9247620985)"
East Garfield Park,27,Supportive Housing,Deborah's Place III,2822 W. Jackson Blvd.,60612,773-638-6490,Deborah's Place ,90,1157527.975,1898606.336,-87.69706305,41.87753589,"(-87.6970630483, 41.8775358858)"
East Garfield Park,27,Multifamily,Homan Square Apartments Phase VI ,3609 W. Arthington St.,60624,773-722-7320,Realty & Mortgage Co.,52,1152417.178,1895758.869,-87.71590385,41.86982456,"(-87.7159038458, 41.8698245594)"
Grand Boulevard,38,Senior HUD 202,Margaret Ford Manor Independent Living,4500 S. Wabash Ave.,60653,773-924-9171,"HSR Property Services, LLC",63,1177427.156,1875236.623,-87.62470713,41.81297966,"(-87.6247071273, 41.8129796596)"
Austin,25,Multifamily,Rebecca Walker Complex,126 S. Central Ave.,60644,773-261-1550,Affordable Property Management Specialist,40,1139038.208,1898825.974,-87.76494803,41.87849467,"(-87.7649480305, 41.8784946733)"
West Town,24,ARO,1237 N. Milwaukee Ave.Owner LLC,1241 N. Milwaukee Ave.,60622,312-883-7331,CIM Group,6,1165423.812,1908434.931,-87.66779176,41.904342,"(-87.667791761, 41.9043420044)"
West Town,24,Multifamily,North and Talman Family Apts.,2654 W. North Ave.,60647,773-486-7410,Hispanic Housing Dev. Corp.,30,1158184.401,1910570.961,-87.69432564,41.91035449,"(-87.6943256397, 41.9103544922)"
Humboldt Park,23,Senior,North & Pulaski Senior Housing,3939-59 W. North Ave.,60647,773-687-0234,Hispanic Housing Dev. Corp.,72,1149678.042,1910302.339,-87.72558192,41.90978701,"(-87.7255819184, 41.9097870143)"
West Elsdon,62,Multifamily,Park Place Family Apts.,3630 W. 51st St.,60632,773-767-7260,"Leasing and Management Co., Inc.",78,1152916.272,1870602.659,-87.71473662,41.80078286,"(-87.7147366177, 41.8007828624)"
Kenwood,39,Multifamily,Jazz on the Boulevard (scattered sites) ,4657 S. Drexel Blvd,60653,312-660-1300,Heartland Housing,81,1183149.455,1874094.41,-87.60375337,41.80971394,"(-87.6037533683, 41.8097139386)"
Grand Boulevard,38,Multifamily,Legends South - Savoy Square,4448 S. State St.,60609,773-855-2209,Interstate Realty Management Co.,220,1176982.246,1875311.407,-87.6263368,41.81319493,"(-87.6263367998, 41.8131949278)"
North Lawndale,29,Multifamily,Park Douglas,1313-15 S. Fairfiled Ave.,60608,773-893-4800,Interstate Realty Management Co.,4,1158281.777,1893762.463,-87.69442766,41.86422845,"(-87.694427661, 41.8642284474)"
North Lawndale,29,Multifamily,Park Douglas,1218-20 S. Washtenaw Ave.,60608,773-893-4800,Interstate Realty Management Co.,29,1158519.57,1894367.8,-87.69353817,41.8658847,"(-87.6935381673, 41.8658846962)"
Grand Boulevard,38,Multifamily,Paul G. Stewart Phase V,400 E. 41st St.,60653,773-924-2100,Paul G. Stewart Assoc.,20,1179638.248,1877940.683,-87.61651411,41.8203495,"(-87.6165141095, 41.8203495003)"
West Town,24,ARO,Seven 10 West,710 W. Grand Ave.,60654,414-369-3511,Outlook Management,1,1171305.699,1903732.364,-87.64632446,41.89131063,"(-87.6463244631, 41.8913106255)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3108 W. Franklin Blvd.,60624,773-227-6332,Bickerdike Apts.,6,1155507.651,1903207.947,-87.70435734,41.89020402,"(-87.7043573374, 41.890204017)"
Greater Grand Crossing,69,Multifamily,Englewood Gardens,6956 S. Vincennes Ave.,60621,773-994-4830,"East Lake Management Group, Inc.",24,1176891.268,1858664.434,-87.62717205,41.76751603,"(-87.6271720535, 41.7675160252)"
Grand Boulevard,38,Senior,Park Boulevard Tower/Grand Renaissance Apts.,4257 S. King Dr.,60653,773-268-4642,"East Lake Management Group, Inc.",24,1179612.436,1876628.605,-87.61664895,41.81674964,"(-87.6166489475, 41.8167496439)"
North Lawndale,29,Multifamily,Park Douglas,1220 S. Talman Ave.,60608,773-893-4800,Interstate Realty Management Co.,10,1158851.587,1894355.407,-87.69231965,41.86584389,"(-87.6923196475, 41.865843892)"
Grand Boulevard,38,Multifamily,Cornerstone Apts.,633 E. 50th St.,60615,312-577-5555,The Community Builders Inc.,7,1181425.624,1871964.801,-87.61014176,41.8039101,"(-87.6101417643, 41.8039101011)"
West Town,24,Supportive Housing,Wicker Park Renaissance,1527-31 N. Wicker Park Ave.,60622,773-278-8602,"RRG Development, Inc.",102,1162934.319,1910028.946,-87.67689152,41.90876874,"(-87.6768915182, 41.9087687359)"
North Lawndale,29,Multifamily,Park Douglas,2707 W. 12th St.,60808,773-893-4800,Interstate Realty Management Co.,5,1158459.37,1894563.613,-87.69375381,41.86642326,"(-87.6937538097, 41.8664232575)"
Douglas ,35,Multifamily,Park Boulevard IIB,10 W. 37th St.,60609,773-548-8792,"Urban Property Advisors, LLC",12,1176772.49,1880503.014,-87.62694964,41.82744587,"(-87.6269496359, 41.8274458746)"
Oakland,36,Multifamily,Lakefront Phase II,1137 E. Bowen Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",3,1184548.967,1877442.503,-87.59851524,41.81886863,"(-87.5985152379, 41.8188686278)"
North Lawndale,29,Multifamily,Park Douglas,1262-1300 S. Washtenaw Ave.,60608,773-893-4800,Interstate Realty Management Co.,7,1158531.931,1893930.095,-87.69350477,41.86468333,"(-87.6935047653, 41.8646833345)"
Grand Boulevard,38,Multifamily,Progressive Square,4752 S. Wabash Ave.,60614,773-975-7234,CMHDC/Progressive NFP/Kass Management,107,1177483.246,1873312.722,-87.62455959,41.80769903,"(-87.6245595889, 41.8076990345)"
Douglas,35,Multifamily,South Park Plaza,2600 S. King Dr.,60616,312-674-9210,Woodlawn Comm. Dev. Corp.,134,1179206.472,1887158.196,-87.61781639,41.84565291,"(-87.617816391, 41.8456529118)"
Rogers Park,1,Supportive Housing,Wayne Street Apts.,6808 N. Wayne Ave.,60626,773-572-5272,The Thresholds,297,1165865.348,1945401.689,-87.66511109,42.00577097,"(-87.6651110904, 42.0057709728)"
Roseland,49,Supportive Housing,Holland Apartments,240 W. 107th Place,60628,773-568-3031,Mercy Housing,40,1176448.512,1833690.986,-87.62954345,41.69899564,"(-87.6295434504, 41.698995638)"
South Deering,51,Senior,Porta Coeli Residence,2260 E. 99th St.,60617,773-374-2470,Catholic Charities,86,1193007.252,1839809.525,-87.56871495,41.71539824,"(-87.5687149518, 41.7153982408)"
Lower West Side,31,Multifamily,Casa Guanajuato,1313 W. 19th St.,60608,312-666-1323,The Resurrection Project,6,1167849.048,1890829.499,-87.65939108,41.85597939,"(-87.6593910822, 41.8559793927)"
East Garfield Park,27,Senior,Heritage Woods of Chicago,2800 W. Fulton St.,60612,773-722-2900,BMA Management Ltd.,113,1157640.848,1901927.155,-87.69655814,41.88664623,"(-87.696558136, 41.8866462303)"
Woodlawn,42,Multifamily,65th Street Apts.,6522 S. Ingleside Ave.,60637,773-684-2056,"Urban Property Advisors, LLC",18,1183642.029,1861850.344,-87.60232857,41.77610371,"(-87.6023285746, 41.7761037074)"
Oakland,36,Multifamily,Lakefront Phase II,1140 E. 42nd Pl,60653,773-548-8795,"Urban Property Advisors, LLC",6,1184665.38,1877176.162,-87.59809656,41.81813504,"(-87.598096559, 41.8181350367)"
Austin,25,Senior,Senior Suites of Austin,335 N. Menard Ave.,60644,773-378-0333,Senior Lifestyle Corp.,84,1137686.377,1901819.131,-87.76983958,41.88673275,"(-87.7698395847, 41.8867327472)"
Near West Side,28,Multifamily,Westhaven Park Phase IIB,110 N. Wood St.,60612,312-491-1114,Interstate Realty Management Co.,176,1164349.325,1900851.12,-87.67195337,41.88355426,"(-87.6719533672, 41.8835542602)"
Washington Park,40,Multifamily,St. Edmund's Oasis,300-10 E. 61st St.,60637,773-493-2411,St. Edmund's Redevelopment Corp.,12,1179107.395,1864667.296,-87.61886624,41.78393828,"(-87.6188662443, 41.7839382764)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,505 N. Troy St.,60612,773-227-6332,Bickerdike Apts.,6,1155324.884,1903322.64,-87.70502546,41.89052242,"(-87.7050254597, 41.8905224214)"
Near North Side,8,ARO,Xavier Chicago,625 W. Division St.,60622,312-642-2279,Greystar Property Management,24,1171812.25,1908210.388,-87.64433208,41.90358744,"(-87.6443320836, 41.9035874398)"
Near North Side,8,Multifamily,North Town Village II,1311 N. Halsted St.,60642,312-944-9488,Holsten Real Estate Dev. Corp.,112,1170813.062,1908876.862,-87.64798274,41.90543825,"(-87.6479827434, 41.9054382467)"
Oakland,36,Multifamily,Lakefront Phase II,4131 S. Lake Park Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",6,1184098.384,1877540.909,-87.60016504,41.81914922,"(-87.6001650373, 41.8191492211)"
